ID,Context,Source,comments,DE,ES,FR,garbled,JA,lengthened,PT,RU,ZH-Hans
TXT_Tooltip_GameSpeedx16,Frontend,"At this speed, 1 Sol equals 0.625 seconds which allows fast jumping to the end of exceptionally long processes and projects.",,"Bei dieser Geschwindigkeit entspricht 1 Sol 0,625 Sekunden, wodurch du bis zum Ende außergewöhnlich langer Prozesse und Projekte springen kannst.","A esta velocidad, 1 Sol equivale a 0,625 segundos lo que permite saltar rápidamente al final de procesos y proyectos excepcionalmente largos.","À cette vitesse, 1 sol égale 0,625 seconde, ce qui permet d'atteindre rapidement la fin des processus et projets particulièrement longs.",,このスピードでは1火星日が0.625秒に等しく、極めて長時間を要する処理やプロジェクトを終了まで一気に飛ばすことができます。,,"Nesta velocidade, 1 sol equivale a 0,625 segundo, para quando você quiser acelerar até o fim de processos e projetos excepcionalmente longos.","На этой скорости сутки сменяются за 0,625 секунды. Такой темп позволяет в сжатые сроки увидеть результаты особо долгих процессов и проектов.",这个速度下，1日等于0.625秒，尤其耗时的流程和工程也能快速跳到终点。
TXT_Tooltip_Power_StoredEnergy_Percentage,Frontend,"Stored Energy: <style=""Value"">{0}/{1} ({2})</style>",,"Gespeicherte Energie: <style=""Value"">{0}/{1} ({2})</style>","Energía Acumulada: <style=""Value"">{0}/{1} ({2})</style>","Énergie stockée : <style=""Value"">{0}/{1} ({2})</style>",,"蓄電量：<style=""Value"">{0}/{1} ({2})</style>",,"Energia armazenada: <style=""Value"">{0}/{1} ({2})</style>","Аккумулировано: <style=""Value"">{0}/{1} ({2})</style>","所储电能：<style=""Value"">{0}/{1}（{2}）</style>"
TXT_Tooltip_SpaceScreen_ExpandList,Frontend,Special Projects List,,Spezialprojekteliste,Lista De Proyectos Especiales,Liste des projets spéciaux,,特別プロジェクトのリスト,,Lista de projetos especiais,Список спецпроектов,特别工程列表
TXT_Tooltip_SpaceScreen_ExpandList_description,Frontend,Expands or collapses the list of special projects showing more or less information about them.,,"Erweitert oder minimiert die List der Spezialprojekte, um mehr oder weniger Informationen anzuzeigen.",Expande o contrae la lista de proyectos especiales mostrando más o menos información sobre ellos.,"Agrandit ou réduit la liste des projets spéciaux, afin d'obtenir plus ou moins d'informations à leur sujet.",,特別プロジェクトのリストを開いて詳細な情報を表示したり、閉じて表示する情報を減らしたりできます。,,Expande ou reduz a lista de projetos especiais mostrando mais ou menos informações sobre eles.,"Раскрывает или сворачивает список спецпроектов, отображая больше или меньше информации по ним.",可以展开列表，显示工程的其他信息；也可以收起列表，显示工程的简略信息。
TXT_Tooltip_SpaceScreen_Spaceports_AvailableDescription,Frontend,Shows the Spaceports available for assignment.,,Zeigt die verfügbaren Raumhäfen.,Muestra los Puertos Espaciales disponibles para asignación.,Indique les spatioports qu'il est possible d'assigner aux projets spéciaux.,,割り当てが可能な宇宙港を表示します。,,Mostra os espaçoportos disponíveis para atribuição.,Отображает перечень свободных космопортов.,显示当前哪些航天中心可以分派工程。
TXT_Tooltip_SpaceScreen_Spaceports_OccupiedDescription,Frontend,Shows the Spaceports assigned to ongoing special projects.,,"Zeigt die Raumhäfen, denen laufende Spezialprojekte zugewiesen sind.",Muestra los Puertos Espaciales asignados a proyectos especiales en curso.,Indique les spatioports déjà assignés à des projets spéciaux.,,進行中の特別プロジェクトに割り当て済みの宇宙港を表示します。,,Mostra os espaçoportos atribuídos a projetos especiais em andamento.,"Отображает перечень космопортов, отведённых под спецпроекты.",显示当前哪些航天中心正在开展长期特别工程。
TXT_Tooltip_Maintenance_ColonyHealth,Frontend,"Colony Health: <style=""Value"">{0}</style>",,"Koloniezustand: <style=""Value"">{0}</style>","Integridad de la Colonia: <style=""Value"">{0}</style>","Santé de la colonie : <style=""Value"">{0}</style>",,"コロニーの耐久力: <style=""Value"">{0}</style>",,"Integridade da colônia: <style=""Value"">{0}</style>","Состояние колонии: <style=""Value"">{0}</style>","拓殖区建筑寿命：<style=""Value"">{0}</style>"
TXT_Tooltip_TotalPopulation_Happiness,Frontend,"Population efficiency: <style=""Value"">{0}</style>",,"Bevölkerungseffizienz: <style=""Value"">{0}</style>","Eficiencia poblacional: <style=""Value"">{0}</style>","Efficacité de la population : <style=""Value"">{0}</style>",,"人口効率性: <style=""Value"">{0}</style>",,"Eficiência da população: <style=""Value"">{0}</style>","Работоспособность населения: <style=""Value"">{0}</style>","人员效率：<style=""Value"">{0}</style>"
TXT_Tooltip_PlanetTemperature_Microsuns,Frontend,"Microsuns: <style=""Value"">{0}</style>",,"Mikrosonnen: <style=""Value"">{0}</style>","Micro-soles: <style=""Value"">{0}</style>","Microsoleils : <style=""Value"">{0}</style>",,"マイクロサン: <style=""Value"">{0}</style>",,"Microssóis: <style=""Value"">{0}</style>","Микро-солнца: <style=""Value"">{0}</style>","微型太阳：<style=""Value"">{0}</style>"
TXT_Tooltip_PlanetTemperature_BlackPolarDust,Frontend,"Black Polar Dust: <style=""Value"">{0}</style>",,"Schwarzer Polarstaub: <style=""Value"">{0}</style>","Grava Polar Negra: <style=""Value"">{0}</style>","Poussière noire polaire : <style=""Value"">{0}</style>",,"極地の黒い塵: <style=""Value"">{0}</style>",,"Poeira polar preta: <style=""Value"">{0}</style>","Чёрная полярная пыль: <style=""Value"">{0}</style>","黑色粉尘：<style=""Value"">{0}</style>"
TXT_Tooltip_FrozenCO2_PressureChange,Frontend,"Monthly change: <style=""Value"">{0}</style>",,"Monatliche Veränderung: <style=""Value"">{0}</style>","Cambio mensual: <style=""Value"">{0}</style>","Changement mensuel : <style=""Value"">{0}</style>",,"月毎の変化: <style=""Value"">{0}</style>",,"Alteração mensal: <style=""Value"">{0}</style>","Месячная динамика: <style=""Value"">{0}</style>","每月变化：<style=""Value"">{0}</style>"
TXT_Tooltip_FrozenCO2_PolarTemperature,Frontend,"Polar temperature: <style=""Value"">{0}</style>",,"Polartemperatur: <style=""Value"">{0}</style>","Temperatura polar: <style=""Value"">{0}</style>","Température polaire : <style=""Value"">{0}</style>",,"極地の温度: <style=""Value"">{0}</style>",,"Temperatura polar: <style=""Value"">{0}</style>","Температура на полюсах: <style=""Value"">{0}</style>","极地气温：<style=""Value"">{0}</style>"
TXT_Tooltip_FrozenCO2_Microsuns,Frontend,"Microsuns: <style=""Value"">+{0}</style>",,"Mikrosonnen: <style=""Value"">+{0}</style>","Micro-soles: <style=""Value"">+{0}</style>","Microsoleils : <style=""Value"">+{0}</style>",,"マイクロサン: <style=""Value"">+{0}</style>",,"Microssóis: <style=""Value"">+{0}</style>","Микро-солнца: <style=""Value"">+{0}</style>","微型太阳：<style=""Value"">+{0}</style>"
TXT_Tooltip_FrozenCO2_BlackPolarDust,Frontend,"Black Polar Dust: <style=""Value"">+{0}</style>",,"Schwarzer Polarstaub: <style=""Value"">{0}</style>","Grava Polar Negra: <style=""Value"">+{0}</style>","Poussière noire polaire : <style=""Value"">+{0}</style>",,"極地の黒い塵: <style=""Value"">+{0}</style>",,"Poeira polar preta: <style=""Value"">+{0}</style>","Чёрная полярная пыль: <style=""Value"">+{0}</style>","黑色粉尘：<style=""Value"">+{0}</style>"
TXT_Stats_Ships,Frontend,Ships,,Schiffe,Barcos,Navires,,船,,Navios,Корабли,船舶
TXT_Tooltip_Icon_BlueMarsSave_Title,Frontend,Requires Blue Mars DLC,,Erfordert den DLC Blauer Mars,Requiere DLC Blue Mars,Nécessite le DLC Mars la Bleue,,DLC「Blue Mars」が必要です,,Requer o DLC Blue Mars,Требуется DLC «Голубой Марс»,需要DLC《蓝色火星》
TXT_Tooltip_Icon_BlueMarsSave_Description,Frontend,You'll need to have the Blue Mars DLC to load this game file.,,"Du benötigst den DLC Blauer Mars, um diesen Spielstand zu laden.",Necesitas el DLC de Blue Mars para poder cargar esta partida.,Le DLC Mars la Bleue est nécessaire pour pouvoir télécharger ce fichier de jeu.,,このゲームファイルをロードする場合は、DLC「Blue Mars」が必要になります。,,Você precisa do DLC Blue Mars para carregar esse arquivo do jogo.,Чтобы загрузить этот файл сохранения необходимо DLC «Голубой Марс».,加载这个游戏文件需要首先安装DLC《蓝色火星》。
